_id,numero_de_camisa_preferido,tamanho_do_sapato,quantidade_de_filhos,altura,peso,cidade_de_nascimento,renda,comida_favorita,bebida_favorita,look_que_mais_combina,videogame_favorito,tempo_de_associacao_torcedor_m,modalidade_esportiva_interesse,interesse_em_merchandising,canal_de_comunicacao_preferido
711,19,33,6,201,119,maranhão,0 a 1500,Feijoada,Leite,casual,minecraft,4,golfe,falso,email
712,22,41,1,154,98,mato_grosso_do_sul,0 a 1500,Churrasco,Refrigerante,urbano,fortnite,19,natação,falso,sms
713,17,39,3,170,65,pará,0 a 1500,Feijoada,Vinho,elegante,fifa,49,natação,falso,whatsapp
714,18,28,3,154,59,amazonas,0 a 1500,Bacalhau,Café,esportivo,minecraft,42,golfe,falso,email
715,4,41,7,161,97,distrito_federal,2501 a 5000,Acarajé,Leite,casual,pes,64,ciclismo,verdadeiro,whatsapp
716,1,29,2,163,77,amapá,0 a 1500,Churrasco,Leite,esportivo,fortnite,46,boxe,verdadeiro,sms
717,10,33,2,153,67,paraná,0 a 1500,Pizza,Cerveja,urbano,pes,32,atletismo,falso,whatsapp
718,24,21,3,176,63,maranhão,1501 a 2500,Sushi,Suco,elegante,call_of_duty,28,tenis,verdadeiro,email
719,20,38,3,190,121,mato_grosso_do_sul,1501 a 2500,Salada,Smoothie,esportivo,fifa,64,atletismo,falso,whatsapp
720,21,36,1,156,117,paraná,0 a 1500,Hambúrguer,Smoothie,moderno,minecraft,12,tenis,falso,sms
721,13,29,2,181,107,rio_grande_do_sul,2501 a 5000,Feijoada,Smoothie,casual,pes,29,futebol,verdadeiro,whatsapp
722,26,36,5,159,119,amazonas,0 a 1500,Hambúrguer,Vinho,urbano,fortnite,49,boxe,verdadeiro,sms
723,12,30,3,189,103,mato_grosso_do_sul,1501 a 2500,Churrasco,Suco,casual,minecraft,40,boxe,verdadeiro,email
724,7,41,1,206,89,sergipe,2501 a 5000,Bacalhau,Café,casual,fifa,48,natação,verdadeiro,email
725,21,22,7,184,79,goiás,0 a 1500,Churrasco,Café,alternativo,fifa,20,atletismo,verdadeiro,sms
726,22,38,2,175,60,rio_de_janeiro,0 a 1500,Hambúrguer,Suco,elegante,pes,45,futebol,verdadeiro,whatsapp
727,11,22,1,153,42,pará,1501 a 2500,Churrasco,Smoothie,vintage,pes,56,basquete,verdadeiro,sms
728,22,35,6,207,75,espírito_santo,2501 a 5000,Feijoada,Suco,moderno,call_of_duty,62,golfe,falso,email
729,7,21,4,162,98,paraná,0 a 1500,Tacos,Vinho,vintage,pes,22,boxe,falso,sms
730,5,31,5,208,99,tocantins,5001 a 10000,Bacalhau,Vinho,casual,call_of_duty,58,tenis,verdadeiro,sms
731,12,21,4,168,87,sergipe,1501 a 2500,Churrasco,Suco,vintage,minecraft,30,atletismo,verdadeiro,whatsapp
732,8,34,5,159,92,maranhão,1501 a 2500,Pizza,Caipirinha,casual,fifa,32,golfe,verdadeiro,whatsapp
733,3,33,5,174,121,mato_grosso_do_sul,0 a 1500,Pizza,Suco,alternativo,fortnite,9,atletismo,falso,email
734,6,33,6,202,125,amazonas,1501 a 2500,Churrasco,Vinho,esportivo,call_of_duty,63,natação,verdadeiro,email
735,2,36,2,155,120,rondônia,0 a 1500,Lasanha,Refrigerante,moderno,fifa,17,volei,verdadeiro,sms
736,1,23,7,162,69,mato_grosso_do_sul,0 a 1500,Feijoada,Smoothie,esportivo,fortnite,50,golfe,falso,email
737,10,43,2,172,48,paraná,1501 a 2500,Hambúrguer,Leite,moderno,minecraft,7,boxe,falso,whatsapp
738,13,32,4,211,83,ceará,2501 a 5000,Sushi,Leite,alternativo,fifa,43,natação,verdadeiro,sms
739,14,27,2,209,71,rio_grande_do_norte,1501 a 2500,Pizza,Caipirinha,moderno,pes,11,ciclismo,falso,email
740,9,30,2,206,113,amazonas,0 a 1500,Pizza,Suco,casual,fifa,59,natação,falso,sms
741,17,24,3,211,72,paraíba,0 a 1500,Churrasco,Caipirinha,urbano,fifa,34,ciclismo,falso,whatsapp
742,26,24,4,179,104,rio_grande_do_sul,1501 a 2500,Pizza,Refrigerante,esportivo,pes,0,golfe,falso,email
743,17,29,3,208,45,rio_grande_do_sul,0 a 1500,Feijoada,Cerveja,urbano,pes,52,tenis,verdadeiro,email
744,14,39,1,207,51,são_paulo,2501 a 5000,Acarajé,Caipirinha,alternativo,call_of_duty,51,ciclismo,verdadeiro,sms
745,11,42,6,203,70,rio_de_janeiro,0 a 1500,Churrasco,Vinho,casual,pes,55,volei,verdadeiro,whatsapp
746,8,42,1,194,66,espírito_santo,0 a 1500,Pizza,Vinho,moderno,call_of_duty,20,basquete,verdadeiro,whatsapp
747,26,42,1,175,103,rio_grande_do_norte,1501 a 2500,Bacalhau,Leite,esportivo,call_of_duty,18,ciclismo,verdadeiro,whatsapp
748,25,36,1,168,114,distrito_federal,0 a 1500,Acarajé,Suco,elegante,call_of_duty,41,tenis,falso,email
749,21,24,7,160,107,acre,2501 a 5000,Acarajé,Chá,moderno,fifa,27,basquete,falso,email
750,1,36,5,195,41,mato_grosso,1501 a 2500,Sushi,Café,casual,fortnite,32,natação,falso,whatsapp
751,16,39,3,167,66,roraima,1501 a 2500,Acarajé,Vinho,moderno,minecraft,12,boxe,falso,sms
752,16,34,1,178,88,são_paulo,1501 a 2500,Churrasco,Suco,moderno,fortnite,24,atletismo,verdadeiro,email
753,3,20,7,156,83,amazonas,0 a 1500,Salada,Água,moderno,fifa,11,boxe,verdadeiro,whatsapp
754,4,32,2,208,104,mato_grosso,0 a 1500,Feijoada,Chá,moderno,fortnite,15,golfe,verdadeiro,whatsapp
755,17,43,5,207,78,roraima,2501 a 5000,Salada,Chá,esportivo,fifa,34,atletismo,verdadeiro,email
756,21,28,3,163,70,rio_grande_do_sul,1501 a 2500,Hambúrguer,Café,elegante,minecraft,31,atletismo,falso,email
757,24,22,6,209,78,ceará,1501 a 2500,Hambúrguer,Leite,urbano,fortnite,61,futebol,verdadeiro,sms
758,6,40,7,198,53,alagoas,1501 a 2500,Acarajé,Chá,esportivo,fifa,0,volei,falso,whatsapp
759,19,28,5,179,63,rio_grande_do_sul,0 a 1500,Hambúrguer,Água,urbano,minecraft,55,tenis,verdadeiro,whatsapp
760,9,24,4,199,127,paraná,1501 a 2500,Churrasco,Caipirinha,esportivo,pes,33,futebol,falso,sms
761,26,28,3,189,71,pará,0 a 1500,Sushi,Refrigerante,moderno,call_of_duty,39,futebol,verdadeiro,sms
762,11,21,6,175,121,goiás,0 a 1500,Pizza,Água,urbano,pes,34,atletismo,verdadeiro,whatsapp
763,17,36,2,193,59,ceará,1501 a 2500,Sushi,Smoothie,casual,pes,35,boxe,verdadeiro,whatsapp
764,14,25,3,199,71,são_paulo,0 a 1500,Churrasco,Chá,moderno,fifa,39,ciclismo,falso,email
765,11,33,7,169,65,amazonas,0 a 1500,Sushi,Cerveja,urbano,fifa,51,basquete,falso,whatsapp
766,13,41,4,158,46,espírito_santo,0 a 1500,Feijoada,Caipirinha,elegante,fortnite,3,volei,verdadeiro,email
767,6,39,2,171,45,rio_de_janeiro,1501 a 2500,Acarajé,Vinho,moderno,call_of_duty,40,golfe,falso,sms
768,16,29,6,157,112,paraná,0 a 1500,Salada,Água,alternativo,minecraft,1,natação,verdadeiro,sms
769,18,26,7,203,128,sergipe,2501 a 5000,Acarajé,Leite,moderno,minecraft,32,tenis,falso,whatsapp
770,4,33,5,155,79,rio_de_janeiro,0 a 1500,Lasanha,Smoothie,moderno,minecraft,16,boxe,verdadeiro,email
771,10,40,7,203,45,alagoas,0 a 1500,Feijoada,Chá,urbano,fifa,2,basquete,verdadeiro,sms
772,14,41,6,175,128,maranhão,0 a 1500,Hambúrguer,Água,moderno,fortnite,61,basquete,falso,sms
773,19,23,1,191,112,mato_grosso_do_sul,0 a 1500,Hambúrguer,Chá,alternativo,pes,60,ciclismo,falso,sms
774,10,43,5,195,121,espírito_santo,2501 a 5000,Sushi,Caipirinha,elegante,pes,30,ciclismo,verdadeiro,sms
775,2,42,3,159,121,mato_grosso_do_sul,0 a 1500,Bacalhau,Chá,moderno,fortnite,56,volei,falso,whatsapp
776,18,34,3,206,99,paraná,0 a 1500,Bacalhau,Smoothie,elegante,pes,6,natação,verdadeiro,sms
777,3,27,5,182,46,mato_grosso,0 a 1500,Churrasco,Cerveja,vintage,call_of_duty,47,atletismo,verdadeiro,sms
778,15,42,4,167,85,mato_grosso_do_sul,1501 a 2500,Hambúrguer,Chá,urbano,fifa,39,ciclismo,verdadeiro,sms
779,5,36,1,205,64,santa_catarina,0 a 1500,Pizza,Leite,esportivo,fifa,23,tenis,verdadeiro,email
780,11,33,2,183,66,piauí,0 a 1500,Hambúrguer,Água,esportivo,pes,21,basquete,verdadeiro,sms
781,18,43,6,200,44,são_paulo,0 a 1500,Churrasco,Caipirinha,alternativo,fifa,29,golfe,falso,whatsapp
782,18,20,2,169,52,santa_catarina,2501 a 5000,Hambúrguer,Smoothie,moderno,minecraft,39,volei,falso,sms
783,21,42,3,166,73,pará,2501 a 5000,Bacalhau,Café,moderno,call_of_duty,4,golfe,verdadeiro,whatsapp
784,20,30,4,173,111,goiás,1501 a 2500,Feijoada,Caipirinha,esportivo,minecraft,44,tenis,falso,whatsapp
785,17,40,7,161,47,rio_grande_do_norte,0 a 1500,Bacalhau,Refrigerante,alternativo,pes,0,tenis,verdadeiro,email
786,16,42,7,198,110,rio_de_janeiro,2501 a 5000,Churrasco,Vinho,moderno,fortnite,64,natação,verdadeiro,email
787,5,33,7,161,61,maranhão,0 a 1500,Feijoada,Smoothie,urbano,minecraft,57,golfe,falso,whatsapp
788,19,32,1,189,122,bahia,2501 a 5000,Bacalhau,Água,urbano,fifa,58,basquete,falso,whatsapp
789,23,40,2,191,91,minas_gerais,0 a 1500,Feijoada,Café,esportivo,pes,57,atletismo,verdadeiro,whatsapp
790,23,40,3,202,77,roraima,0 a 1500,Pizza,Refrigerante,alternativo,call_of_duty,3,boxe,verdadeiro,whatsapp
791,26,23,2,160,92,sergipe,0 a 1500,Pizza,Leite,urbano,pes,24,volei,falso,email
792,24,23,5,179,122,paraíba,1501 a 2500,Lasanha,Cerveja,urbano,minecraft,67,atletismo,verdadeiro,whatsapp
793,12,22,6,163,119,paraíba,1501 a 2500,Pizza,Chá,vintage,fortnite,3,tenis,verdadeiro,whatsapp
794,1,37,6,211,122,ceará,0 a 1500,Bacalhau,Chá,elegante,fortnite,0,futebol,verdadeiro,sms
795,24,22,4,203,127,pernambuco,1501 a 2500,Salada,Chá,moderno,call_of_duty,52,natação,verdadeiro,whatsapp
796,24,20,5,205,107,rio_de_janeiro,0 a 1500,Salada,Chá,casual,call_of_duty,16,basquete,falso,sms
797,16,34,1,200,94,espírito_santo,1501 a 2500,Bacalhau,Café,elegante,pes,0,basquete,falso,whatsapp
798,12,35,7,171,86,paraíba,1501 a 2500,Feijoada,Leite,casual,fifa,3,tenis,falso,whatsapp
799,1,34,2,190,92,amapá,0 a 1500,Acarajé,Vinho,casual,minecraft,54,tenis,verdadeiro,email
800,18,27,1,189,48,espírito_santo,0 a 1500,Acarajé,Chá,esportivo,call_of_duty,21,basquete,falso,email
801,11,25,3,153,63,santa_catarina,0 a 1500,Salada,Água,elegante,fifa,17,ciclismo,verdadeiro,email
802,18,24,6,161,53,santa_catarina,0 a 1500,Pizza,Cerveja,moderno,minecraft,6,golfe,falso,sms
803,26,33,1,195,45,mato_grosso_do_sul,0 a 1500,Salada,Refrigerante,elegante,pes,34,golfe,falso,email
804,10,28,1,179,97,mato_grosso,2501 a 5000,Sushi,Refrigerante,urbano,pes,32,boxe,falso,email
805,15,21,4,185,56,santa_catarina,0 a 1500,Salada,Caipirinha,elegante,fortnite,49,basquete,falso,sms
806,13,28,6,202,105,rio_grande_do_norte,0 a 1500,Tacos,Smoothie,elegante,fortnite,3,futebol,falso,whatsapp
807,7,25,7,197,86,roraima,0 a 1500,Bacalhau,Vinho,urbano,call_of_duty,17,atletismo,verdadeiro,whatsapp
808,6,39,3,165,99,goiás,0 a 1500,Salada,Café,moderno,fifa,50,tenis,verdadeiro,email
809,9,32,3,187,68,tocantins,0 a 1500,Sushi,Suco,vintage,fifa,39,golfe,verdadeiro,whatsapp
810,23,38,6,174,113,alagoas,0 a 1500,Bacalhau,Smoothie,esportivo,fortnite,31,boxe,verdadeiro,sms
811,13,25,7,181,99,tocantins,1501 a 2500,Lasanha,Smoothie,urbano,call_of_duty,2,golfe,verdadeiro,whatsapp
812,24,23,4,207,110,são_paulo,0 a 1500,Bacalhau,Cerveja,urbano,minecraft,22,volei,falso,email
813,19,22,4,169,77,bahia,1501 a 2500,Hambúrguer,Vinho,alternativo,pes,47,atletismo,verdadeiro,sms
814,9,24,5,196,112,rio_grande_do_sul,2501 a 5000,Acarajé,Leite,casual,fortnite,15,boxe,falso,email
815,9,43,4,195,83,mato_grosso,1501 a 2500,Lasanha,Caipirinha,moderno,fifa,36,atletismo,falso,whatsapp
816,13,36,7,188,71,goiás,1501 a 2500,Hambúrguer,Leite,elegante,call_of_duty,61,ciclismo,verdadeiro,sms
817,2,38,5,200,48,piauí,0 a 1500,Salada,Leite,casual,fortnite,2,boxe,falso,email
818,7,23,3,188,105,piauí,1501 a 2500,Sushi,Suco,esportivo,fifa,20,golfe,verdadeiro,sms
819,22,38,6,156,103,distrito_federal,2501 a 5000,Lasanha,Vinho,elegante,pes,35,natação,falso,email
820,3,31,2,196,95,rio_grande_do_sul,1501 a 2500,Hambúrguer,Café,esportivo,pes,63,basquete,falso,email
821,19,28,2,177,62,rio_grande_do_sul,2501 a 5000,Salada,Smoothie,casual,pes,57,natação,falso,whatsapp
822,16,22,4,190,75,pernambuco,0 a 1500,Feijoada,Suco,casual,pes,60,futebol,falso,sms
823,4,40,5,209,67,rondônia,1501 a 2500,Tacos,Caipirinha,moderno,call_of_duty,38,tenis,verdadeiro,sms
824,22,28,2,182,120,paraná,1501 a 2500,Acarajé,Refrigerante,esportivo,fifa,31,volei,verdadeiro,sms
825,12,30,6,160,97,pernambuco,1501 a 2500,Churrasco,Água,vintage,minecraft,20,golfe,falso,whatsapp
826,6,24,5,209,78,sergipe,0 a 1500,Bacalhau,Suco,casual,fifa,29,volei,falso,sms
827,15,42,1,179,62,goiás,1501 a 2500,Feijoada,Vinho,elegante,minecraft,59,tenis,verdadeiro,email
828,6,43,6,168,46,são_paulo,0 a 1500,Salada,Água,esportivo,call_of_duty,48,tenis,falso,sms
829,13,29,6,201,41,santa_catarina,0 a 1500,Lasanha,Água,casual,pes,67,natação,verdadeiro,sms
830,7,39,3,206,61,sergipe,0 a 1500,Feijoada,Smoothie,moderno,fortnite,58,atletismo,falso,whatsapp
831,10,34,3,164,59,distrito_federal,1501 a 2500,Pizza,Água,urbano,minecraft,8,basquete,falso,whatsapp
832,14,31,2,199,112,espírito_santo,0 a 1500,Bacalhau,Água,esportivo,fortnite,64,golfe,verdadeiro,email
833,14,28,6,185,66,mato_grosso,0 a 1500,Salada,Água,urbano,pes,9,natação,verdadeiro,sms
834,7,31,2,157,52,sergipe,2501 a 5000,Tacos,Leite,esportivo,minecraft,27,boxe,verdadeiro,whatsapp
835,5,28,6,162,114,alagoas,0 a 1500,Lasanha,Smoothie,elegante,pes,2,ciclismo,verdadeiro,sms
836,7,43,3,169,98,acre,0 a 1500,Tacos,Suco,vintage,fifa,45,atletismo,verdadeiro,sms
837,22,25,1,183,122,alagoas,0 a 1500,Hambúrguer,Água,moderno,fortnite,59,volei,falso,whatsapp
838,15,43,3,186,124,roraima,1501 a 2500,Salada,Refrigerante,casual,pes,30,futebol,verdadeiro,sms
839,23,30,3,193,98,rondônia,0 a 1500,Feijoada,Leite,esportivo,pes,23,natação,verdadeiro,sms
840,19,29,6,204,68,rondônia,0 a 1500,Tacos,Smoothie,urbano,fifa,48,tenis,falso,whatsapp
841,15,21,4,200,46,paraná,1501 a 2500,Acarajé,Refrigerante,casual,fortnite,16,boxe,verdadeiro,whatsapp
842,9,25,3,169,95,rio_grande_do_norte,1501 a 2500,Lasanha,Suco,elegante,fifa,63,futebol,falso,whatsapp
843,19,36,6,157,59,alagoas,0 a 1500,Churrasco,Leite,alternativo,call_of_duty,13,golfe,verdadeiro,whatsapp
844,12,42,5,171,101,amazonas,2501 a 5000,Bacalhau,Refrigerante,casual,call_of_duty,19,atletismo,falso,sms
845,3,34,4,157,54,pará,2501 a 5000,Lasanha,Leite,elegante,fifa,2,boxe,falso,whatsapp
846,18,22,2,176,120,rio_grande_do_norte,1501 a 2500,Hambúrguer,Leite,urbano,minecraft,39,golfe,verdadeiro,email
847,10,42,4,181,72,piauí,2501 a 5000,Lasanha,Leite,esportivo,fifa,5,tenis,verdadeiro,sms
848,13,32,4,203,79,amapá,1501 a 2500,Sushi,Caipirinha,alternativo,call_of_duty,8,ciclismo,verdadeiro,sms
849,9,33,2,175,73,alagoas,0 a 1500,Acarajé,Smoothie,alternativo,pes,33,golfe,verdadeiro,email
850,9,34,3,205,88,maranhão,0 a 1500,Salada,Água,urbano,fortnite,18,futebol,falso,email
851,9,40,2,154,110,paraíba,0 a 1500,Salada,Café,urbano,fifa,14,tenis,verdadeiro,whatsapp
852,15,28,1,163,99,piauí,2501 a 5000,Salada,Vinho,esportivo,pes,64,volei,verdadeiro,whatsapp
853,21,31,1,211,71,paraíba,0 a 1500,Bacalhau,Leite,elegante,fifa,13,natação,falso,whatsapp
854,6,24,6,195,91,amazonas,2501 a 5000,Tacos,Suco,urbano,fortnite,15,ciclismo,falso,email
855,6,40,4,168,87,alagoas,0 a 1500,Sushi,Água,urbano,call_of_duty,46,natação,verdadeiro,sms
856,18,23,1,210,108,roraima,2501 a 5000,Acarajé,Cerveja,moderno,fortnite,9,natação,verdadeiro,email
857,22,34,7,196,81,alagoas,1501 a 2500,Bacalhau,Caipirinha,urbano,minecraft,19,natação,falso,sms
858,13,41,3,207,108,rio_grande_do_sul,1501 a 2500,Hambúrguer,Smoothie,casual,fifa,61,atletismo,falso,sms
859,11,41,1,161,98,goiás,0 a 1500,Pizza,Chá,esportivo,minecraft,59,basquete,falso,sms
860,12,25,6,171,86,minas_gerais,0 a 1500,Churrasco,Caipirinha,vintage,fortnite,43,ciclismo,verdadeiro,email
861,21,36,4,160,71,rondônia,0 a 1500,Pizza,Caipirinha,elegante,fifa,15,atletismo,falso,email
862,19,26,4,158,85,distrito_federal,0 a 1500,Churrasco,Caipirinha,moderno,call_of_duty,6,natação,falso,sms
863,20,22,7,211,113,espírito_santo,0 a 1500,Salada,Água,moderno,minecraft,58,natação,verdadeiro,whatsapp
864,12,41,6,185,77,sergipe,1501 a 2500,Tacos,Vinho,casual,pes,53,atletismo,verdadeiro,sms
865,5,39,6,201,61,rio_grande_do_sul,0 a 1500,Hambúrguer,Leite,moderno,call_of_duty,2,golfe,verdadeiro,sms
866,13,40,7,202,118,ceará,5001 a 10000,Churrasco,Suco,esportivo,call_of_duty,29,ciclismo,falso,sms
867,3,22,5,168,49,mato_grosso,1501 a 2500,Pizza,Café,urbano,pes,60,ciclismo,falso,whatsapp
868,22,21,1,164,69,paraíba,1501 a 2500,Pizza,Chá,vintage,minecraft,67,natação,verdadeiro,whatsapp
869,2,25,5,194,117,distrito_federal,1501 a 2500,Sushi,Café,casual,pes,36,boxe,falso,email
870,16,37,4,165,85,amazonas,1501 a 2500,Salada,Suco,elegante,fifa,16,volei,falso,sms
871,7,34,1,179,68,ceará,5001 a 10000,Feijoada,Leite,vintage,pes,47,basquete,falso,sms
872,8,42,7,211,61,sergipe,0 a 1500,Bacalhau,Suco,urbano,fifa,36,futebol,falso,whatsapp
873,26,38,4,198,81,piauí,2501 a 5000,Acarajé,Leite,moderno,call_of_duty,66,natação,falso,sms
874,21,37,6,169,118,sergipe,0 a 1500,Salada,Leite,vintage,fifa,56,ciclismo,falso,email
875,25,35,2,196,122,espírito_santo,1501 a 2500,Acarajé,Água,casual,fortnite,53,golfe,falso,email
876,17,27,2,189,106,paraíba,2501 a 5000,Lasanha,Suco,alternativo,pes,15,atletismo,verdadeiro,email
877,15,33,5,189,61,paraná,1501 a 2500,Salada,Chá,elegante,fortnite,47,ciclismo,verdadeiro,whatsapp
878,7,25,5,169,41,mato_grosso,0 a 1500,Bacalhau,Chá,moderno,pes,17,volei,verdadeiro,email
879,1,36,7,184,118,rio_grande_do_norte,1501 a 2500,Feijoada,Leite,moderno,minecraft,4,boxe,falso,sms
880,16,29,5,185,63,paraná,0 a 1500,Lasanha,Chá,elegante,fortnite,10,natação,verdadeiro,whatsapp
881,11,29,2,169,73,amapá,1501 a 2500,Lasanha,Caipirinha,alternativo,call_of_duty,10,boxe,verdadeiro,whatsapp
882,17,21,5,210,94,tocantins,1501 a 2500,Pizza,Água,casual,pes,16,boxe,verdadeiro,sms
883,5,34,7,160,118,espírito_santo,1501 a 2500,Pizza,Refrigerante,elegante,call_of_duty,56,natação,falso,sms
884,10,28,4,192,46,santa_catarina,0 a 1500,Feijoada,Chá,esportivo,minecraft,36,golfe,falso,sms
885,15,23,4,157,67,alagoas,0 a 1500,Acarajé,Água,elegante,call_of_duty,47,boxe,verdadeiro,whatsapp
886,22,31,6,208,86,pará,0 a 1500,Pizza,Suco,vintage,pes,59,basquete,falso,email
887,23,37,6,194,74,ceará,0 a 1500,Acarajé,Refrigerante,alternativo,pes,51,boxe,falso,sms
888,19,31,1,175,116,rio_de_janeiro,1501 a 2500,Salada,Café,casual,pes,55,natação,verdadeiro,whatsapp
889,1,36,4,176,69,amazonas,5001 a 10000,Hambúrguer,Smoothie,esportivo,call_of_duty,67,futebol,falso,email
890,16,36,6,158,96,roraima,1501 a 2500,Salada,Chá,elegante,fifa,1,volei,verdadeiro,sms
891,19,39,2,161,68,maranhão,2501 a 5000,Sushi,Chá,elegante,call_of_duty,67,volei,falso,email
892,13,23,3,203,124,rio_grande_do_norte,1501 a 2500,Feijoada,Refrigerante,urbano,pes,56,futebol,falso,whatsapp
893,3,41,1,200,78,amapá,0 a 1500,Bacalhau,Chá,elegante,fifa,61,golfe,falso,email
894,2,36,7,182,97,rio_grande_do_sul,0 a 1500,Hambúrguer,Chá,urbano,minecraft,27,volei,verdadeiro,sms
895,1,20,5,154,118,rondônia,0 a 1500,Acarajé,Cerveja,elegante,call_of_duty,23,volei,verdadeiro,sms
896,22,21,2,185,63,bahia,2501 a 5000,Bacalhau,Leite,moderno,pes,39,volei,verdadeiro,email
897,18,28,5,161,128,amapá,2501 a 5000,Salada,Caipirinha,vintage,fifa,62,atletismo,falso,whatsapp
898,11,35,2,197,84,amazonas,0 a 1500,Pizza,Smoothie,elegante,call_of_duty,60,tenis,falso,email
899,10,41,6,186,84,mato_grosso,0 a 1500,Salada,Café,esportivo,fifa,20,volei,falso,sms
900,13,41,7,179,121,são_paulo,1501 a 2500,Sushi,Cerveja,esportivo,minecraft,0,ciclismo,verdadeiro,sms
901,6,30,7,163,118,sergipe,0 a 1500,Lasanha,Café,casual,call_of_duty,57,volei,verdadeiro,sms
902,3,34,2,210,51,rio_grande_do_sul,0 a 1500,Churrasco,Smoothie,moderno,call_of_duty,17,atletismo,falso,sms
903,3,36,4,207,93,paraná,2501 a 5000,Acarajé,Refrigerante,vintage,call_of_duty,36,golfe,falso,whatsapp
904,19,26,2,166,69,acre,0 a 1500,Salada,Smoothie,elegante,pes,17,boxe,verdadeiro,email
905,7,30,2,197,44,alagoas,1501 a 2500,Pizza,Cerveja,esportivo,fortnite,58,atletismo,falso,sms
906,21,39,2,190,91,pernambuco,0 a 1500,Churrasco,Smoothie,esportivo,fortnite,2,futebol,falso,sms
907,8,34,2,201,77,rio_grande_do_norte,0 a 1500,Lasanha,Smoothie,alternativo,minecraft,19,boxe,falso,sms
908,5,40,4,170,72,alagoas,0 a 1500,Lasanha,Vinho,vintage,minecraft,6,volei,falso,email
909,9,21,5,169,57,rio_grande_do_norte,2501 a 5000,Pizza,Vinho,urbano,fortnite,12,volei,verdadeiro,email
910,16,28,4,172,119,acre,1501 a 2500,Salada,Chá,elegante,fifa,29,golfe,verdadeiro,email
911,26,30,2,156,63,alagoas,0 a 1500,Churrasco,Chá,alternativo,call_of_duty,22,volei,verdadeiro,sms
912,19,20,6,179,97,pará,0 a 1500,Salada,Água,casual,pes,34,basquete,verdadeiro,sms
913,13,42,4,163,103,sergipe,1501 a 2500,Pizza,Leite,alternativo,call_of_duty,51,tenis,verdadeiro,whatsapp
914,23,38,1,197,127,alagoas,0 a 1500,Lasanha,Chá,moderno,minecraft,61,ciclismo,verdadeiro,whatsapp
915,17,21,3,203,48,pernambuco,0 a 1500,Pizza,Água,moderno,minecraft,17,basquete,falso,email
916,15,23,2,175,103,bahia,0 a 1500,Sushi,Cerveja,vintage,call_of_duty,65,boxe,falso,email
917,8,22,2,189,68,distrito_federal,0 a 1500,Hambúrguer,Água,casual,pes,51,ciclismo,verdadeiro,whatsapp
918,2,36,6,186,128,maranhão,1501 a 2500,Bacalhau,Vinho,casual,fortnite,51,basquete,falso,email
919,20,39,1,184,73,ceará,2501 a 5000,Pizza,Café,vintage,call_of_duty,34,natação,falso,email
920,13,25,7,198,78,amazonas,0 a 1500,Pizza,Água,urbano,call_of_duty,43,futebol,falso,email
921,9,23,7,154,60,ceará,1501 a 2500,Lasanha,Smoothie,casual,fifa,13,tenis,verdadeiro,sms
922,26,39,4,200,59,distrito_federal,0 a 1500,Lasanha,Suco,elegante,minecraft,54,tenis,verdadeiro,email
923,17,34,5,163,79,rio_de_janeiro,0 a 1500,Pizza,Refrigerante,alternativo,call_of_duty,45,boxe,verdadeiro,email
924,8,30,4,159,102,mato_grosso,1501 a 2500,Hambúrguer,Cerveja,elegante,fortnite,34,golfe,falso,email
925,4,23,6,199,89,são_paulo,1501 a 2500,Salada,Refrigerante,alternativo,fifa,24,atletismo,falso,email
926,5,29,5,154,125,rondônia,1501 a 2500,Tacos,Refrigerante,urbano,minecraft,18,boxe,falso,email
927,5,33,1,208,56,rio_grande_do_sul,5001 a 10000,Tacos,Água,vintage,minecraft,9,atletismo,verdadeiro,sms
928,19,40,6,211,120,acre,0 a 1500,Sushi,Caipirinha,esportivo,fifa,28,futebol,verdadeiro,whatsapp
929,25,26,5,185,68,mato_grosso_do_sul,1501 a 2500,Hambúrguer,Vinho,casual,minecraft,67,futebol,verdadeiro,sms
930,11,24,5,198,91,minas_gerais,0 a 1500,Lasanha,Vinho,moderno,call_of_duty,36,basquete,falso,email
931,24,32,3,164,80,paraíba,0 a 1500,Hambúrguer,Café,moderno,fortnite,53,ciclismo,falso,whatsapp
932,9,31,7,209,60,rio_grande_do_sul,0 a 1500,Feijoada,Café,moderno,minecraft,20,golfe,falso,sms
933,2,37,2,201,94,paraná,0 a 1500,Hambúrguer,Refrigerante,elegante,pes,42,ciclismo,verdadeiro,sms
